epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.1607,1.80805,1.77409,1.54979,0.1456,0.37751,0.20456,0.09581,2.26199,6.33485,2.3674,0.0645379,0.00396651,0.00396651
2,171.509,1.69322,1.44252,1.48294,0.59732,0.51218,0.59221,0.38686,1.80428,1.6618,1.70328,0.0285896,0.00763722,0.00763722
3,261.951,1.59621,1.30303,1.41309,0.51235,0.45199,0.50589,0.30214,1.77449,1.92785,1.63798,0.00926308,0.00926308,0.00926308
4,350.701,1.522,1.19694,1.38132,0.61938,0.54329,0.59354,0.36676,1.55308,1.81609,1.4697,0.00886462,0.00886462,0.00886462
5,438.698,1.46903,1.12695,1.34172,0.66418,0.68246,0.69396,0.48181,1.34585,1.15057,1.34485,0.00846616,0.00846616,0.00846616
6,551.146,1.41474,1.06065,1.32027,0.71454,0.75864,0.76397,0.52573,1.29567,0.95653,1.33487,0.0080677,0.0080677,0.0080677
7,649.889,1.37933,1.01613,1.29461,0.71929,0.78578,0.79019,0.5404,1.31206,0.97359,1.34719,0.00766924,0.00766924,0.00766924
8,740.591,1.35193,0.98031,1.28579,0.7855,0.73995,0.77824,0.55569,1.23403,0.85444,1.30996,0.00727078,0.00727078,0.00727078
9,814.036,1.33118,0.95015,1.27089,0.78841,0.74414,0.78493,0.53287,1.28843,0.89589,1.30466,0.00687232,0.00687232,0.00687232
10,887.44,1.30301,0.92036,1.2549,0.83603,0.78876,0.82921,0.57817,1.20092,0.80308,1.27773,0.00647386,0.00647386,0.00647386
11,1020.19,1.28345,0.90395,1.2455,0.78064,0.78207,0.79783,0.56405,1.19407,0.82887,1.26599,0.00607539,0.00607539,0.00607539
12,1109.29,1.25064,0.86496,1.23039,0.82317,0.79896,0.82305,0.58815,1.18507,0.77786,1.26534,0.00567693,0.00567693,0.00567693
13,1176.73,1.23471,0.84611,1.21564,0.81117,0.79702,0.82864,0.60321,1.14314,0.77193,1.24841,0.00527847,0.00527847,0.00527847
14,1244.32,1.2148,0.82218,1.21175,0.80295,0.79545,0.81771,0.59055,1.17581,0.76093,1.24846,0.00488001,0.00488001,0.00488001
15,1311.03,1.18975,0.79418,1.19144,0.83639,0.84592,0.87194,0.63125,1.16303,0.69484,1.24537,0.00448155,0.00448155,0.00448155
16,1405.29,1.22859,0.79394,1.23871,0.87006,0.84658,0.8792,0.64501,1.10757,0.70696,1.24377,0.00408309,0.00408309,0.00408309
17,1470.71,1.20082,0.76508,1.21904,0.87849,0.85459,0.88947,0.64938,1.10388,0.66553,1.20649,0.00368463,0.00368463,0.00368463
18,1536.57,1.17988,0.74394,1.20371,0.87419,0.82708,0.86933,0.64815,1.0645,0.68886,1.20527,0.00328617,0.00328617,0.00328617
19,1602.79,1.1547,0.71937,1.18635,0.86357,0.854,0.86926,0.63994,1.0919,0.66718,1.197,0.00288771,0.00288771,0.00288771
20,1668.65,1.1323,0.6931,1.17409,0.85652,0.87174,0.88884,0.67367,1.06348,0.62918,1.18357,0.00248925,0.00248925,0.00248925
21,1735.29,1.11539,0.67268,1.16157,0.86542,0.88355,0.89858,0.67418,1.06813,0.62571,1.20274,0.00209079,0.00209079,0.00209079
22,1801.2,1.08602,0.65425,1.1502,0.89704,0.87538,0.90686,0.68689,1.02666,0.59651,1.16936,0.00169233,0.00169233,0.00169233
23,1866.8,1.06349,0.62697,1.1375,0.90141,0.87022,0.91047,0.68904,1.02456,0.57386,1.16985,0.00129387,0.00129387,0.00129387
24,1932.39,1.03849,0.60566,1.11905,0.8823,0.86482,0.89508,0.68774,1.01296,0.58138,1.16796,0.000895408,0.000895408,0.000895408
25,1997.7,1.01868,0.5906,1.11086,0.88537,0.88353,0.90782,0.6994,1.00881,0.56192,1.16178,0.000496948,0.000496948,0.000496948
