epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,58.9403,1.5046,2.44918,1.40935,0.51721,0.56379,0.48807,0.2848,1.42335,1.61254,1.29064,0.00033189,0.00033189,0.00033189
2,106.534,1.37278,1.45287,1.2715,0.60747,0.62324,0.58499,0.34161,1.34911,1.3445,1.24011,0.000658638,0.000658638,0.000658638
3,149.849,1.33901,1.25059,1.23223,0.61676,0.6271,0.59866,0.34238,1.36668,1.30322,1.24687,0.000978786,0.000978786,0.000978786
4,194.042,1.29617,1.10165,1.21024,0.63453,0.66362,0.64997,0.37527,1.33434,1.12603,1.21024,0.0009703,0.0009703,0.0009703
5,237.411,1.25651,1.00009,1.18767,0.68376,0.66307,0.65729,0.3854,1.31586,1.04896,1.21768,0.0009604,0.0009604,0.0009604
6,281.815,1.25105,0.93572,1.1902,0.71236,0.68383,0.69073,0.39129,1.3404,1.02219,1.24149,0.0009505,0.0009505,0.0009505
7,327.093,1.23019,0.88634,1.16742,0.68795,0.67457,0.69744,0.40869,1.2839,1.01543,1.19361,0.0009406,0.0009406,0.0009406
8,379.308,1.21133,0.8575,1.16109,0.7143,0.68074,0.70246,0.41156,1.31437,0.96489,1.2175,0.0009307,0.0009307,0.0009307
9,425.569,1.16773,0.80807,1.13269,0.7077,0.69154,0.70454,0.41853,1.28808,0.95911,1.19908,0.0009208,0.0009208,0.0009208
10,474.534,1.15069,0.78202,1.12614,0.7131,0.71371,0.71726,0.42848,1.26743,0.92516,1.18826,0.0009109,0.0009109,0.0009109
11,528.441,1.14715,0.76835,1.12081,0.69966,0.71748,0.70236,0.41796,1.27775,0.94128,1.19856,0.000901,0.000901,0.000901
12,580.609,1.13781,0.74272,1.115,0.69384,0.72383,0.71408,0.42298,1.29948,0.94183,1.20561,0.0008911,0.0008911,0.0008911
13,636.739,1.1155,0.72296,1.10489,0.70727,0.72226,0.72583,0.4356,1.25035,0.89341,1.17802,0.0008812,0.0008812,0.0008812
14,684.495,1.11021,0.71651,1.09525,0.74698,0.73876,0.75547,0.45527,1.22989,0.87336,1.15692,0.0008713,0.0008713,0.0008713
15,733.083,1.09216,0.69521,1.08915,0.73419,0.74535,0.7422,0.45443,1.19372,0.88433,1.14562,0.0008614,0.0008614,0.0008614
16,783.887,1.08224,0.692,1.0807,0.73574,0.75758,0.76513,0.46825,1.20459,0.8255,1.14364,0.0008515,0.0008515,0.0008515
17,835.083,1.06789,0.67121,1.07823,0.73281,0.72148,0.72337,0.43769,1.22455,0.89889,1.16111,0.0008416,0.0008416,0.0008416
18,887.429,1.06778,0.65996,1.07481,0.75651,0.71784,0.74905,0.46095,1.19872,0.84546,1.1377,0.0008317,0.0008317,0.0008317
19,934.863,1.06059,0.65599,1.0688,0.7163,0.74656,0.74757,0.44883,1.23248,0.81569,1.16521,0.0008218,0.0008218,0.0008218
20,989.692,1.04531,0.64273,1.0621,0.74011,0.7308,0.75136,0.45577,1.22528,0.82396,1.16223,0.0008119,0.0008119,0.0008119
21,1040.15,1.03174,0.63445,1.0504,0.76711,0.76345,0.76675,0.46896,1.22591,0.80292,1.17339,0.000802,0.000802,0.000802
22,1094.07,1.0268,0.62302,1.04643,0.76437,0.74767,0.76569,0.47491,1.18602,0.78724,1.13753,0.0007921,0.0007921,0.0007921
23,1150.51,1.02616,0.61604,1.05051,0.76565,0.76869,0.78788,0.47336,1.23949,0.80522,1.17479,0.0007822,0.0007822,0.0007822
24,1205.7,1.00327,0.60848,1.04479,0.72408,0.73486,0.74964,0.46369,1.19813,0.80454,1.15505,0.0007723,0.0007723,0.0007723
25,1261.89,0.99894,0.60035,1.03927,0.80115,0.73925,0.77685,0.48854,1.18879,0.78444,1.14407,0.0007624,0.0007624,0.0007624
26,1316.08,0.99444,0.59146,1.03663,0.77566,0.76247,0.78133,0.48014,1.21263,0.77357,1.15207,0.0007525,0.0007525,0.0007525
27,1369.72,0.98347,0.5775,1.029,0.77727,0.76439,0.79181,0.47866,1.22782,0.75574,1.16197,0.0007426,0.0007426,0.0007426
28,1421.48,0.97249,0.56794,1.02556,0.76555,0.77383,0.7747,0.48337,1.17651,0.77118,1.13186,0.0007327,0.0007327,0.0007327
29,1464.98,0.97137,0.56737,1.0197,0.79211,0.77001,0.79558,0.49258,1.17683,0.75781,1.13278,0.0007228,0.0007228,0.0007228
30,1509.64,0.96003,0.56347,1.01964,0.77998,0.76983,0.78279,0.48185,1.21751,0.74831,1.1539,0.0007129,0.0007129,0.0007129
31,1553.27,0.95197,0.54557,1.01238,0.78021,0.76222,0.76886,0.48174,1.18166,0.76429,1.13975,0.000703,0.000703,0.000703
32,1597.67,0.95791,0.54918,1.01689,0.79896,0.77392,0.79583,0.49883,1.14629,0.72122,1.10937,0.0006931,0.0006931,0.0006931
