epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,111.232,1.78761,2.06866,1.57965,0.2363,0.25491,0.20346,0.09442,2.55895,3.5624,2.47454,0.0636035,0.00395439,0.00395439
2,238.466,1.67726,1.67183,1.49913,0.45862,0.4437,0.47048,0.28106,1.79211,2.87703,1.72873,0.0267178,0.00761453,0.00761453
3,342.571,1.59241,1.50392,1.43314,0.5689,0.65795,0.65008,0.42064,1.42496,1.45549,1.43909,0.00902532,0.00902532,0.00902532
4,443.13,1.51042,1.38138,1.39275,0.72166,0.66129,0.70972,0.48766,1.3133,1.26031,1.40418,0.00863798,0.00863798,0.00863798
5,561.432,1.44816,1.2702,1.35221,0.80767,0.678,0.74309,0.52265,1.30233,1.11273,1.3611,0.00825064,0.00825064,0.00825064
6,674.052,1.41468,1.21338,1.32946,0.75656,0.74244,0.76218,0.5075,1.30342,1.15259,1.37585,0.0078633,0.0078633,0.0078633
7,809.719,1.3791,1.17683,1.30664,0.80611,0.81531,0.8155,0.55439,1.238,1.0298,1.32092,0.00747597,0.00747597,0.00747597
8,919.849,1.33227,1.11293,1.27776,0.80267,0.78975,0.81187,0.56579,1.24143,0.97375,1.33376,0.00708863,0.00708863,0.00708863
9,1020.94,1.32312,1.09052,1.27235,0.79084,0.81321,0.81245,0.5759,1.20315,0.94956,1.29879,0.00670129,0.00670129,0.00670129
10,1116.42,1.28775,1.04679,1.25492,0.81823,0.77942,0.80613,0.5689,1.22837,0.92674,1.30284,0.00631395,0.00631395,0.00631395
11,1204.64,1.26839,1.01896,1.24624,0.7824,0.68604,0.73976,0.50334,1.33976,1.0885,1.39411,0.00592661,0.00592661,0.00592661
12,1285.89,1.25695,0.99781,1.23753,0.79688,0.81055,0.82123,0.57958,1.17534,0.89548,1.28101,0.00553927,0.00553927,0.00553927
13,1363.94,1.23613,0.97066,1.22283,0.84951,0.81517,0.84631,0.60419,1.15494,0.85539,1.26857,0.00515193,0.00515193,0.00515193
14,1440.98,1.20685,0.93457,1.19979,0.83576,0.8328,0.85814,0.61707,1.11393,0.81201,1.24011,0.00476459,0.00476459,0.00476459
15,1521.02,1.18881,0.9212,1.19368,0.86908,0.82506,0.86542,0.60009,1.16912,0.85528,1.25651,0.00437725,0.00437725,0.00437725
16,1631.26,1.20167,0.89786,1.24118,0.87028,0.8265,0.86413,0.63125,1.10948,0.81347,1.23284,0.00398991,0.00398991,0.00398991
17,1704.63,1.18907,0.87382,1.227,0.88964,0.84845,0.88711,0.64055,1.09959,0.78024,1.21268,0.00360257,0.00360257,0.00360257
18,1776.92,1.16469,0.84622,1.21185,0.84737,0.86654,0.88661,0.65115,1.0562,0.7606,1.19723,0.00321523,0.00321523,0.00321523
19,1850.67,1.14477,0.82028,1.19021,0.87836,0.85649,0.88521,0.65679,1.06963,0.73649,1.19739,0.0028279,0.0028279,0.0028279
20,1923.66,1.1278,0.80344,1.18353,0.87927,0.85653,0.8885,0.6628,1.03804,0.73427,1.19078,0.00244056,0.00244056,0.00244056
21,1996.43,1.09853,0.76338,1.16522,0.87504,0.85279,0.88862,0.68021,1.03031,0.70719,1.18472,0.00205322,0.00205322,0.00205322
22,2068.59,1.07728,0.7401,1.15789,0.85584,0.88671,0.89775,0.68694,1.00031,0.6988,1.16366,0.00166588,0.00166588,0.00166588
23,2141.69,1.05608,0.71902,1.14314,0.87357,0.86409,0.89938,0.6858,1.01648,0.68859,1.1652,0.00127854,0.00127854,0.00127854
24,2213.5,1.03898,0.70215,1.13058,0.89635,0.85411,0.90286,0.69379,1.0016,0.66789,1.15904,0.0008912,0.0008912,0.0008912
25,2286.9,1.01726,0.67754,1.12135,0.89642,0.87592,0.91004,0.70703,0.97452,0.64952,1.14849,0.000503861,0.000503861,0.000503861
