epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.1544,1.47561,2.27945,1.39328,0.67048,0.68657,0.68685,0.43971,1.23465,1.35056,1.33789,0.000368553,0.000368553,0.000368553
2,108.412,1.34624,1.36579,1.28095,0.66808,0.6683,0.67571,0.42119,1.25526,1.2669,1.32756,0.000733034,0.000733034,0.000733034
3,156.528,1.32199,1.22123,1.27041,0.66767,0.69122,0.70093,0.45103,1.2307,1.15034,1.28407,0.00109165,0.00109165,0.00109165
4,205.449,1.28451,1.10884,1.24987,0.74877,0.75362,0.75691,0.49506,1.17053,0.96252,1.23815,0.0010846,0.0010846,0.0010846
5,254.192,1.24738,1.02427,1.21986,0.76817,0.77237,0.7919,0.52515,1.11244,0.87249,1.23047,0.0010758,0.0010758,0.0010758
6,305.701,1.22472,0.9692,1.20881,0.819,0.76696,0.82485,0.56019,1.06879,0.82958,1.18526,0.001067,0.001067,0.001067
7,364.98,1.20299,0.92138,1.19694,0.76255,0.76212,0.7849,0.5213,1.12476,0.8828,1.21195,0.00105821,0.00105821,0.00105821
8,419.237,1.18541,0.89909,1.18947,0.83404,0.80055,0.84486,0.57389,1.10776,0.81095,1.18812,0.00104941,0.00104941,0.00104941
9,469.483,1.18807,0.88393,1.18469,0.81693,0.803,0.85698,0.58224,1.08596,0.78753,1.18411,0.00104061,0.00104061,0.00104061
10,557.997,1.15202,0.83169,1.16179,0.85554,0.82556,0.87233,0.60323,1.03288,0.7177,1.1612,0.00103181,0.00103181,0.00103181
11,617.125,1.13843,0.8322,1.15852,0.85765,0.84807,0.88556,0.61529,1.03643,0.69915,1.16092,0.00102301,0.00102301,0.00102301
12,672.064,1.12934,0.79897,1.15003,0.86237,0.81981,0.8747,0.58955,1.06006,0.70542,1.18045,0.00101421,0.00101421,0.00101421
13,731.095,1.12159,0.80512,1.15172,0.87624,0.84005,0.88529,0.6113,1.04378,0.67202,1.19189,0.00100541,0.00100541,0.00100541
14,784.178,1.10964,0.78143,1.14452,0.84817,0.81934,0.86696,0.59442,1.11186,0.75833,1.18826,0.000996611,0.000996611,0.000996611
15,843.077,1.09205,0.76521,1.12632,0.83641,0.85979,0.8884,0.62076,1.01053,0.66812,1.13963,0.000987812,0.000987812,0.000987812
16,900.298,1.09232,0.75637,1.12915,0.86755,0.84803,0.88197,0.62616,1.01193,0.70039,1.13582,0.000979013,0.000979013,0.000979013
17,957.931,1.08642,0.74816,1.12554,0.88645,0.82808,0.89879,0.63745,1.01285,0.67247,1.14612,0.000970214,0.000970214,0.000970214
18,1016.4,1.06661,0.7311,1.11801,0.85128,0.85815,0.89517,0.63605,0.98893,0.66625,1.12016,0.000961415,0.000961415,0.000961415
