epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.2515,1.43645,2.51124,1.42269,0.597,0.62009,0.55039,0.34878,1.27967,1.84451,1.30561,0.00036765,0.00036765,0.00036765
2,81.1296,1.30132,1.48503,1.32005,0.68583,0.63813,0.66972,0.44033,1.17978,1.57844,1.29162,0.000664923,0.000664923,0.000664923
3,109.155,1.27439,1.26206,1.30729,0.73089,0.69324,0.72286,0.45745,1.21646,1.13688,1.28708,0.00088887,0.00088887,0.00088887
4,137.93,1.22177,1.10391,1.26004,0.77662,0.78773,0.82048,0.52018,1.16936,0.96345,1.25636,0.000781033,0.000781033,0.000781033
5,167.01,1.16545,0.97925,1.21697,0.81515,0.76033,0.81866,0.52878,1.11945,0.87041,1.23443,0.000671044,0.000671044,0.000671044
6,196.218,1.11759,0.88672,1.19079,0.83169,0.82916,0.86549,0.5731,1.07835,0.77818,1.18289,0.000561055,0.000561055,0.000561055
7,225.977,1.06871,0.81495,1.14859,0.83359,0.82661,0.87399,0.60892,1.01085,0.74033,1.13888,0.000451066,0.000451066,0.000451066
8,255.705,1.04471,0.76827,1.13203,0.86258,0.86251,0.90109,0.63003,1.00782,0.68226,1.13906,0.000341077,0.000341077,0.000341077
9,285.22,0.99793,0.71339,1.10302,0.88813,0.85208,0.90936,0.65267,0.95587,0.63841,1.10989,0.000231088,0.000231088,0.000231088
10,314.596,0.95556,0.67033,1.07733,0.91835,0.86862,0.92003,0.66791,0.92971,0.60824,1.09538,0.000121099,0.000121099,0.000121099
