epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,58.101,1.43645,2.51124,1.42269,0.597,0.62009,0.55039,0.34878,1.27967,1.84451,1.30561,0.00036765,0.00036765,0.00036765
2,88.054,1.30132,1.48503,1.32005,0.68583,0.63813,0.66972,0.44033,1.17978,1.57844,1.29162,0.000664923,0.000664923,0.000664923
3,117.99,1.27477,1.26222,1.30755,0.7287,0.70114,0.73454,0.46134,1.21093,1.12823,1.28476,0.00088887,0.00088887,0.00088887
4,153.878,1.22204,1.1007,1.25896,0.77492,0.75396,0.79212,0.49252,1.20198,0.97133,1.26592,0.000781033,0.000781033,0.000781033
5,190.962,1.16582,0.9759,1.21498,0.77416,0.76994,0.82295,0.53295,1.12474,0.90282,1.24852,0.000671044,0.000671044,0.000671044
6,226.644,1.12018,0.87757,1.1884,0.86175,0.79541,0.87086,0.58119,1.08442,0.79501,1.19903,0.000561055,0.000561055,0.000561055
7,258.679,1.07197,0.81237,1.14903,0.85743,0.79892,0.87144,0.60581,1.02077,0.76872,1.15478,0.000451066,0.000451066,0.000451066
8,291.432,1.0415,0.76084,1.12949,0.86882,0.85176,0.89392,0.61823,1.01436,0.69139,1.14526,0.000341077,0.000341077,0.000341077
9,323.924,0.9946,0.70593,1.10086,0.89207,0.87738,0.91455,0.65664,0.96576,0.63622,1.12305,0.000231088,0.000231088,0.000231088
10,356.387,0.95817,0.66834,1.08026,0.90621,0.87063,0.91867,0.66558,0.94055,0.61441,1.10659,0.000121099,0.000121099,0.000121099
