epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,52.7277,1.49227,2.5301,1.41207,0.63213,0.56694,0.6225,0.41847,1.18309,1.5232,1.28697,0.00331731,0.00331731,0.00331731
2,96.6057,1.31631,1.47455,1.25778,0.76588,0.61291,0.696,0.45779,1.16797,1.28866,1.25231,0.00661772,0.00661772,0.00661772
3,143.442,1.30329,1.32579,1.24355,0.78186,0.71754,0.76233,0.48413,1.20338,1.15082,1.26898,0.00988513,0.00988513,0.00988513
4,192.282,1.27773,1.23361,1.22733,0.78302,0.73948,0.78552,0.51029,1.18825,1.0956,1.2578,0.0098515,0.0098515,0.0098515
5,240.694,1.24259,1.13028,1.20013,0.84702,0.75408,0.82527,0.55625,1.11302,0.91974,1.19315,0.009802,0.009802,0.009802
6,288.561,1.21051,1.06504,1.18467,0.78279,0.81271,0.83295,0.55558,1.10508,0.9339,1.1987,0.0097525,0.0097525,0.0097525
7,336.529,1.17979,1.01036,1.16807,0.80287,0.79244,0.83273,0.5775,1.03989,0.89052,1.15271,0.009703,0.009703,0.009703
8,387.631,1.16372,0.96222,1.16233,0.84322,0.78735,0.84107,0.57277,1.04302,0.88528,1.16417,0.0096535,0.0096535,0.0096535
9,438.592,1.16505,0.94742,1.16053,0.83381,0.80238,0.84512,0.57477,1.03929,0.86672,1.16377,0.009604,0.009604,0.009604
10,487.521,1.1276,0.89252,1.13425,0.84421,0.8304,0.87818,0.5962,1.04502,0.79937,1.17443,0.0095545,0.0095545,0.0095545
11,536.996,1.11799,0.88222,1.13137,0.84559,0.82295,0.85987,0.59296,1.05276,0.80493,1.16595,0.009505,0.009505,0.009505
12,588.766,1.10454,0.84651,1.12429,0.8473,0.81933,0.87658,0.60304,1.02845,0.7455,1.15572,0.0094555,0.0094555,0.0094555
13,645.002,1.09625,0.84107,1.12343,0.83186,0.8247,0.87111,0.60818,1.0213,0.74046,1.14632,0.009406,0.009406,0.009406
14,692.988,1.08385,0.81538,1.11908,0.87958,0.82245,0.88692,0.60791,1.03921,0.7282,1.16477,0.0093565,0.0093565,0.0093565
15,739.559,1.07487,0.79415,1.10505,0.86578,0.84246,0.88258,0.6286,1.00324,0.7104,1.12261,0.009307,0.009307,0.009307
16,786.376,1.0655,0.78639,1.10346,0.84687,0.83893,0.87074,0.60471,1.00285,0.71855,1.13817,0.0092575,0.0092575,0.0092575
17,834.516,1.05785,0.77539,1.10038,0.86501,0.83527,0.8792,0.62059,0.99519,0.67278,1.13302,0.009208,0.009208,0.009208
18,882.39,1.04699,0.76013,1.09571,0.86588,0.83426,0.89187,0.63145,0.99432,0.67102,1.11966,0.0091585,0.0091585,0.0091585
19,929.872,1.04073,0.75139,1.09516,0.84652,0.84842,0.89063,0.6254,1.00431,0.67972,1.13838,0.009109,0.009109,0.009109
20,977.654,1.03332,0.73444,1.08386,0.86726,0.85344,0.90187,0.6378,1.02169,0.67744,1.13781,0.0090595,0.0090595,0.0090595
21,1025.11,1.03394,0.73225,1.08546,0.87403,0.87322,0.907,0.64228,0.98538,0.65371,1.12378,0.00901,0.00901,0.00901
22,1074.02,1.02365,0.72232,1.0852,0.88531,0.83116,0.89149,0.63918,0.97686,0.67063,1.1152,0.0089605,0.0089605,0.0089605
23,1120.21,1.01142,0.7071,1.07587,0.86488,0.86638,0.90057,0.65451,0.94559,0.62404,1.09594,0.008911,0.008911,0.008911
24,1162.73,1.00009,0.70175,1.07313,0.88837,0.84637,0.90345,0.64038,0.95624,0.63407,1.10227,0.0088615,0.0088615,0.0088615
25,1205.33,0.9905,0.68568,1.06711,0.87717,0.83946,0.89044,0.63598,0.99733,0.65337,1.11956,0.008812,0.008812,0.008812
26,1247.89,0.99004,0.68961,1.06631,0.88726,0.86147,0.90437,0.6434,0.97697,0.61967,1.12357,0.0087625,0.0087625,0.0087625
27,1290.7,0.97869,0.67533,1.05862,0.85087,0.83825,0.89403,0.64313,0.97143,0.65305,1.10598,0.008713,0.008713,0.008713
28,1345.67,0.97992,0.66882,1.05794,0.90739,0.86215,0.91802,0.6561,0.96786,0.60753,1.10308,0.0086635,0.0086635,0.0086635
29,1400.24,0.97453,0.65839,1.0553,0.91786,0.83681,0.90936,0.63868,0.99459,0.62828,1.12205,0.008614,0.008614,0.008614
30,1451.28,0.96141,0.65569,1.04921,0.88014,0.87246,0.91739,0.65509,0.98192,0.60947,1.10702,0.0085645,0.0085645,0.0085645
31,1499.76,0.95346,0.64895,1.05173,0.90081,0.8433,0.90405,0.63851,0.995,0.6219,1.13585,0.008515,0.008515,0.008515
32,1548.39,0.96225,0.64365,1.04857,0.8439,0.8715,0.91404,0.64948,0.97442,0.61981,1.10754,0.0084655,0.0084655,0.0084655
