epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,90.7783,1.75463,1.83355,1.62469,0.04228,0.02371,0.01985,0.01013,2.93911,5.86455,2.87759,0.0689052,0.00334782,0.00334782
2,181.141,1.66721,1.52069,1.55217,0.7724,0.47744,0.56581,0.35315,1.52525,1.8195,1.60248,0.0376336,0.00668523,0.00668523
3,277.844,1.57054,1.36614,1.48603,0.58816,0.50314,0.58389,0.36347,1.51182,1.56813,1.57144,0.009643,0.009643,0.009643
4,368.811,1.51928,1.27829,1.45938,0.6457,0.62295,0.65536,0.41469,1.39173,1.36321,1.49952,0.0096045,0.0096045,0.0096045
5,459.556,1.4637,1.18648,1.42143,0.67933,0.67164,0.70209,0.48428,1.37086,1.05587,1.45567,0.009566,0.009566,0.009566
6,554.44,1.42717,1.13116,1.39582,0.66173,0.79981,0.71221,0.47208,1.28561,1.07488,1.41843,0.0095275,0.0095275,0.0095275
7,645.465,1.3909,1.07824,1.36246,0.73623,0.7495,0.77612,0.51811,1.32284,1.1521,1.41953,0.009489,0.009489,0.009489
8,736.619,1.35257,1.03737,1.34972,0.83223,0.76379,0.80147,0.57356,1.20151,0.8917,1.34956,0.0094505,0.0094505,0.0094505
9,831.426,1.33331,0.99939,1.33528,0.74455,0.74575,0.74935,0.52843,1.2351,0.92041,1.38422,0.00941201,0.00941201,0.00941201
10,922.733,1.31181,0.97642,1.31915,0.83615,0.77244,0.81845,0.56739,1.27741,0.86946,1.38384,0.00937351,0.00937351,0.00937351
11,1014.19,1.30046,0.96429,1.31259,0.81395,0.76573,0.8048,0.56728,1.20951,0.86265,1.33689,0.00933501,0.00933501,0.00933501
12,1109.91,1.26576,0.91636,1.29186,0.81461,0.79775,0.82317,0.56579,1.19835,0.83521,1.35056,0.00929651,0.00929651,0.00929651
