epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,68.1456,1.80399,1.82238,1.87913,0.52694,0.31403,0.32722,0.16464,2.09597,5.22207,2.33713,0.0720646,0.00400903,0.00400903
2,135.865,1.6911,1.4897,1.77951,0.53274,0.42926,0.49465,0.29556,1.72715,1.83064,1.96568,0.0436763,0.00771946,0.00771946
3,202.201,1.62009,1.36305,1.71597,0.65214,0.62441,0.65265,0.44755,1.44537,1.13766,1.7198,0.0149692,0.0111112,0.0111112
4,267.792,1.53438,1.24901,1.6669,0.49907,0.42018,0.45252,0.31146,1.55358,1.41477,1.8148,0.0110606,0.0110606,0.0110606
5,333.505,1.45217,1.15028,1.60223,0.70237,0.65645,0.68296,0.45204,1.33687,1.067,1.663,0.0105641,0.0105641,0.0105641
6,399.145,1.41574,1.08982,1.57934,0.72334,0.50452,0.61103,0.40857,1.36909,1.30845,1.67816,0.0100676,0.0100676,0.0100676
7,465.022,1.37406,1.05461,1.55418,0.76561,0.74852,0.74988,0.5214,1.24446,0.93719,1.58792,0.00957113,0.00957113,0.00957113
8,530.788,1.33011,0.99082,1.52323,0.80049,0.73402,0.77188,0.53659,1.23757,0.8718,1.5615,0.00907465,0.00907465,0.00907465
9,596.353,1.31655,0.96289,1.5121,0.74424,0.74689,0.76125,0.53586,1.21555,0.92822,1.53612,0.00857818,0.00857818,0.00857818
10,662.117,1.29685,0.94254,1.49177,0.78947,0.81008,0.81459,0.55681,1.27302,0.88001,1.54782,0.0080817,0.0080817,0.0080817
11,727.794,1.28122,0.92196,1.48437,0.78569,0.7865,0.80815,0.56321,1.20087,0.81257,1.50433,0.00758522,0.00758522,0.00758522
12,794.203,1.2701,0.89745,1.47779,0.82148,0.81047,0.82858,0.58811,1.15406,0.79743,1.4936,0.00708874,0.00708874,0.00708874
13,860.579,1.24459,0.8692,1.46469,0.79874,0.83649,0.82248,0.58951,1.13901,0.77873,1.48727,0.00659226,0.00659226,0.00659226
14,926.534,1.21968,0.83437,1.44408,0.80289,0.80973,0.82799,0.58226,1.14906,0.79785,1.49476,0.00609579,0.00609579,0.00609579
15,992.851,1.19618,0.81176,1.43034,0.80866,0.81612,0.83564,0.58903,1.15273,0.75526,1.47129,0.00559931,0.00559931,0.00559931
16,1084.78,1.20376,0.79862,1.46792,0.86921,0.81456,0.85433,0.63535,1.06568,0.70822,1.43664,0.00510283,0.00510283,0.00510283
17,1149.42,1.18723,0.77114,1.4534,0.83498,0.85931,0.87562,0.63812,1.08076,0.68938,1.43289,0.00460635,0.00460635,0.00460635
18,1214.56,1.16694,0.7563,1.44255,0.85649,0.84912,0.87308,0.65351,1.06006,0.65569,1.42189,0.00410987,0.00410987,0.00410987
19,1279.72,1.13825,0.72761,1.4118,0.85185,0.85034,0.86974,0.65298,1.05105,0.64441,1.41873,0.0036134,0.0036134,0.0036134
20,1344.66,1.12475,0.70647,1.40186,0.88995,0.83247,0.87728,0.66571,1.03272,0.63227,1.40005,0.00311692,0.00311692,0.00311692
21,1409.63,1.10722,0.6869,1.38609,0.87589,0.85882,0.8836,0.67001,1.01569,0.62209,1.39474,0.00262044,0.00262044,0.00262044
22,1474.36,1.07697,0.66176,1.37206,0.89215,0.86144,0.89805,0.6839,1.00851,0.59518,1.38838,0.00212396,0.00212396,0.00212396
23,1539.76,1.05832,0.6434,1.35564,0.89455,0.85914,0.90295,0.69088,0.98369,0.5872,1.36353,0.00162748,0.00162748,0.00162748
24,1604.91,1.03807,0.62315,1.34296,0.88666,0.86488,0.90247,0.68786,0.98527,0.58588,1.37086,0.00113101,0.00113101,0.00113101
25,1670.13,1.01489,0.60251,1.32655,0.91019,0.84528,0.89678,0.69552,0.96747,0.56645,1.36123,0.000634528,0.000634528,0.000634528
