epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.5473,1.51193,3.5255,1.51274,0.06586,0.16498,0.16106,0.11638,1.35367,4.12724,1.41112,0.00028,0.00028,0.00028
2,35.5113,1.41043,2.22262,1.40436,0.22068,0.3165,0.31085,0.18499,1.63392,3.45642,1.67796,0.000564357,0.000564357,0.000564357
3,48.3516,1.39452,1.72104,1.3718,0.51755,0.38012,0.4987,0.26284,1.66066,2.89113,1.7964,0.000842972,0.000842972,0.000842972
4,59.437,1.29705,1.52004,1.29502,0.43111,0.47412,0.48903,0.27747,1.63886,2.49924,1.67902,0.0009703,0.0009703,0.0009703
5,71.1607,1.27573,1.42334,1.28683,0.42838,0.45341,0.46202,0.27425,1.54965,2.11159,1.59744,0.0009604,0.0009604,0.0009604
6,82.7938,1.24416,1.36198,1.26152,0.54656,0.53309,0.53974,0.31741,1.48578,1.85156,1.52621,0.0009505,0.0009505,0.0009505
7,93.8184,1.22819,1.29199,1.27114,0.54011,0.53574,0.52655,0.32218,1.48131,1.69227,1.53583,0.0009406,0.0009406,0.0009406
8,105.529,1.19559,1.2434,1.23669,0.53863,0.58781,0.5508,0.33212,1.54418,1.49849,1.60616,0.0009307,0.0009307,0.0009307
9,116.282,1.19867,1.21732,1.22691,0.57925,0.54754,0.54736,0.32797,1.56565,1.57552,1.71075,0.0009208,0.0009208,0.0009208
10,127.399,1.17615,1.15102,1.22544,0.59784,0.59153,0.58408,0.35561,1.53794,1.49653,1.63839,0.0009109,0.0009109,0.0009109
11,138.434,1.16532,1.11957,1.19744,0.61041,0.60886,0.60366,0.36082,1.50666,1.43006,1.58108,0.000901,0.000901,0.000901
12,149.409,1.10751,1.05401,1.18902,0.60979,0.61678,0.62624,0.37256,1.5021,1.41183,1.57659,0.0008911,0.0008911,0.0008911
13,160.639,1.12506,1.0577,1.1956,0.60528,0.63938,0.6095,0.37211,1.4594,1.31877,1.53479,0.0008812,0.0008812,0.0008812
14,171.112,1.10683,0.99292,1.16479,0.59764,0.65113,0.61206,0.36071,1.57827,1.41152,1.60122,0.0008713,0.0008713,0.0008713
15,182.759,1.07734,0.96866,1.16178,0.63187,0.62818,0.61709,0.3695,1.52033,1.31563,1.62629,0.0008614,0.0008614,0.0008614
16,193.423,1.0664,0.98048,1.15474,0.60971,0.6401,0.60975,0.36055,1.53298,1.28469,1.64697,0.0008515,0.0008515,0.0008515
17,204.957,1.08964,0.97076,1.16964,0.64991,0.63707,0.63174,0.37552,1.56209,1.21468,1.60785,0.0008416,0.0008416,0.0008416
18,215.858,1.07689,0.92684,1.153,0.63421,0.64818,0.64368,0.37607,1.55237,1.19793,1.6251,0.0008317,0.0008317,0.0008317
19,227.591,1.06603,0.92242,1.15119,0.6529,0.66303,0.64672,0.38648,1.5455,1.20596,1.61302,0.0008218,0.0008218,0.0008218
20,238.296,1.03611,0.88769,1.14491,0.63633,0.67907,0.64578,0.3882,1.49614,1.21225,1.59566,0.0008119,0.0008119,0.0008119
21,249.181,1.05137,0.88755,1.14723,0.65363,0.63714,0.65323,0.3974,1.50834,1.1164,1.61865,0.000802,0.000802,0.000802
22,259.789,1.0271,0.85253,1.12593,0.63936,0.65478,0.64038,0.37005,1.53144,1.20477,1.6192,0.0007921,0.0007921,0.0007921
23,270.698,1.01526,0.83666,1.12429,0.62912,0.66773,0.63987,0.37879,1.52388,1.18032,1.61298,0.0007822,0.0007822,0.0007822
24,281.561,1.02617,0.84152,1.12578,0.6456,0.66006,0.63101,0.38257,1.53122,1.245,1.56344,0.0007723,0.0007723,0.0007723
25,292.739,1.02161,0.82109,1.12168,0.65046,0.66982,0.6655,0.39607,1.57359,1.15887,1.65134,0.0007624,0.0007624,0.0007624
26,303.65,1.00187,0.8097,1.1057,0.63488,0.66704,0.63562,0.38081,1.50934,1.21841,1.60852,0.0007525,0.0007525,0.0007525
27,314.619,0.98389,0.77838,1.09416,0.68131,0.64878,0.66167,0.3994,1.50292,1.17189,1.54513,0.0007426,0.0007426,0.0007426
28,326.168,1.00094,0.78253,1.11101,0.65472,0.65735,0.65265,0.38395,1.51193,1.29059,1.62629,0.0007327,0.0007327,0.0007327
29,336.508,0.99346,0.78186,1.10807,0.67703,0.66588,0.67037,0.39016,1.51742,1.22971,1.60467,0.0007228,0.0007228,0.0007228
30,346.802,0.95946,0.77919,1.09593,0.67397,0.66165,0.66113,0.3945,1.49171,1.11524,1.60161,0.0007129,0.0007129,0.0007129
31,357.246,0.96207,0.74642,1.09384,0.69286,0.68022,0.67392,0.39266,1.50247,1.06592,1.6024,0.000703,0.000703,0.000703
32,367.555,0.95463,0.72686,1.09486,0.64485,0.66068,0.63098,0.37801,1.55494,1.07991,1.60938,0.0006931,0.0006931,0.0006931
33,377.841,0.93985,0.71294,1.0754,0.63699,0.68378,0.65754,0.38786,1.51589,1.08521,1.55409,0.0006832,0.0006832,0.0006832
34,388.301,0.9546,0.71169,1.08288,0.64116,0.67951,0.63276,0.38335,1.54138,1.10753,1.61395,0.0006733,0.0006733,0.0006733
35,398.645,0.94792,0.70141,1.08331,0.66334,0.67033,0.65144,0.3881,1.52713,1.15083,1.55763,0.0006634,0.0006634,0.0006634
36,408.886,0.92424,0.69211,1.07298,0.66653,0.68263,0.6771,0.39649,1.5569,1.07963,1.61678,0.0006535,0.0006535,0.0006535
37,419.091,0.94143,0.70426,1.08426,0.70722,0.70332,0.70866,0.4244,1.56568,0.98816,1.65383,0.0006436,0.0006436,0.0006436
38,429.35,0.92792,0.69483,1.07045,0.67422,0.71195,0.68725,0.40647,1.49737,1.03005,1.56263,0.0006337,0.0006337,0.0006337
39,439.939,0.9253,0.69121,1.07739,0.68797,0.67601,0.6617,0.39806,1.52628,1.07364,1.62018,0.0006238,0.0006238,0.0006238
40,450.276,0.93871,0.68189,1.07896,0.73035,0.65818,0.69598,0.40694,1.5494,0.95431,1.64617,0.0006139,0.0006139,0.0006139
41,460.626,0.92184,0.67206,1.06517,0.69147,0.69375,0.68647,0.39577,1.60249,0.98708,1.70979,0.000604,0.000604,0.000604
42,470.812,0.90895,0.66043,1.06403,0.67866,0.696,0.66879,0.39737,1.56255,1.07884,1.67933,0.0005941,0.0005941,0.0005941
43,481.18,0.87652,0.64788,1.04474,0.68932,0.65748,0.66881,0.39796,1.56428,1.12046,1.69537,0.0005842,0.0005842,0.0005842
44,491.655,0.90457,0.64383,1.05342,0.64877,0.66908,0.65093,0.39644,1.51337,1.09627,1.60682,0.0005743,0.0005743,0.0005743
45,502.088,0.88557,0.63607,1.05487,0.70866,0.66736,0.68197,0.41095,1.51707,1.01196,1.59459,0.0005644,0.0005644,0.0005644
46,513.579,0.89065,0.63082,1.04902,0.7148,0.71627,0.70591,0.41944,1.49636,1.00048,1.59139,0.0005545,0.0005545,0.0005545
47,524.156,0.87832,0.61943,1.05074,0.7049,0.71828,0.70919,0.41375,1.52624,1.05362,1.6497,0.0005446,0.0005446,0.0005446
48,534.582,0.87577,0.61698,1.0411,0.65256,0.69464,0.65679,0.38728,1.57785,1.06509,1.70238,0.0005347,0.0005347,0.0005347
49,544.999,0.87119,0.61755,1.04552,0.69094,0.70025,0.68904,0.41816,1.54051,1.05463,1.64919,0.0005248,0.0005248,0.0005248
50,555.26,0.86053,0.597,1.02955,0.70026,0.70434,0.70544,0.42249,1.54369,0.97477,1.65626,0.0005149,0.0005149,0.0005149
51,565.737,0.87381,0.60757,1.03555,0.70317,0.68984,0.6864,0.41222,1.53605,1.09426,1.63002,0.000505,0.000505,0.000505
52,576.176,0.85561,0.59487,1.02822,0.68918,0.6911,0.69135,0.41698,1.52153,0.98832,1.60505,0.0004951,0.0004951,0.0004951
53,586.62,0.86522,0.59865,1.04636,0.68837,0.71054,0.68123,0.39918,1.55249,0.99867,1.67495,0.0004852,0.0004852,0.0004852
