epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,200.645,1.70793,3.92628,1.66669,0.01145,0.17007,0.13399,0.08567,1.35553,4.22964,1.45529,0.00012,0.00012,0.00012
2,384.166,1.49439,2.73941,1.49543,0.02284,0.17007,0.13804,0.09944,1.31147,4.08606,1.38613,0.000247525,0.000247525,0.000247525
3,545.421,1.42355,2.34745,1.42992,1,0.11719,0.17126,0.12694,1.43016,3.77974,1.51145,0.000372476,0.000372476,0.000372476
4,707.856,1.37581,1.92606,1.35895,0.99302,0.16327,0.1928,0.12909,1.61516,3.65694,1.67533,0.000494853,0.000494853,0.000494853
5,870.054,1.37013,1.81969,1.38809,0.99664,0.16538,0.28689,0.19446,1.48132,3.46413,1.52731,0.000614656,0.000614656,0.000614656
6,1030.86,1.32078,1.68349,1.35735,0.98086,0.15986,0.36368,0.22774,1.57741,3.3604,1.59724,0.000731885,0.000731885,0.000731885
7,1209.21,1.32007,1.65398,1.33573,0.79698,0.21803,0.49973,0.2972,1.53898,2.80878,1.56098,0.00084654,0.00084654,0.00084654
8,1418.59,1.3037,1.60956,1.32607,0.68519,0.30524,0.53118,0.27788,1.60644,2.53605,1.6791,0.0009307,0.0009307,0.0009307
9,1638.03,1.32636,1.51886,1.33758,0.58298,0.5103,0.57869,0.34376,1.4349,2.1394,1.49906,0.0009208,0.0009208,0.0009208
10,1812.76,1.29525,1.49652,1.32178,0.61848,0.52142,0.57104,0.31658,1.52388,1.98519,1.5835,0.0009109,0.0009109,0.0009109
11,1992.93,1.27164,1.46966,1.28935,0.61022,0.61091,0.63178,0.36106,1.39698,1.8006,1.4383,0.000901,0.000901,0.000901
12,2184.84,1.26089,1.3618,1.28689,0.67091,0.56324,0.62703,0.36008,1.46585,1.74202,1.49716,0.0008911,0.0008911,0.0008911
13,2368.43,1.27156,1.3769,1.29107,0.66175,0.59946,0.63389,0.37441,1.43078,1.61569,1.47057,0.0008812,0.0008812,0.0008812
14,2536.4,1.17254,1.27071,1.24759,0.67604,0.58863,0.62615,0.35603,1.47278,1.6755,1.45935,0.0008713,0.0008713,0.0008713
15,2737.23,1.20403,1.27436,1.25183,0.65487,0.61359,0.65577,0.36384,1.47082,1.57154,1.49245,0.0008614,0.0008614,0.0008614
16,2908.62,1.19205,1.28177,1.24543,0.71022,0.61604,0.64769,0.38762,1.38654,1.52038,1.46841,0.0008515,0.0008515,0.0008515
17,3074.02,1.18937,1.22645,1.21081,0.60324,0.61486,0.60844,0.35383,1.4805,1.59751,1.54177,0.0008416,0.0008416,0.0008416
18,3242.4,1.18885,1.25417,1.2343,0.64971,0.62127,0.65744,0.37504,1.4075,1.4924,1.48795,0.0008317,0.0008317,0.0008317
