epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.8138,1.57497,3.20395,1.54951,0.04896,0.16667,0.15597,0.10834,1.44446,3.94076,1.51143,0.00028,0.00028,0.00028
2,26.7515,1.36975,1.99151,1.37211,0.24878,0.33916,0.31751,0.21923,1.57391,3.17442,1.60042,0.000564357,0.000564357,0.000564357
3,36.0687,1.32512,1.68482,1.32948,0.47741,0.34533,0.45468,0.29877,1.65105,2.75032,1.73808,0.000842972,0.000842972,0.000842972
4,45.3594,1.27658,1.49456,1.27996,0.40958,0.44328,0.46388,0.2859,1.65373,2.35882,1.67535,0.0009703,0.0009703,0.0009703
5,54.703,1.24199,1.37531,1.26817,0.50895,0.53877,0.51986,0.33093,1.52836,1.90658,1.54774,0.0009604,0.0009604,0.0009604
6,63.963,1.2373,1.32988,1.26144,0.57016,0.57669,0.57866,0.34114,1.5191,1.69568,1.54126,0.0009505,0.0009505,0.0009505
7,73.2568,1.22024,1.26756,1.27025,0.54151,0.55625,0.56413,0.34151,1.50141,1.5143,1.55328,0.0009406,0.0009406,0.0009406
8,82.5774,1.18836,1.21004,1.23591,0.55247,0.57725,0.56198,0.34248,1.50439,1.59093,1.54284,0.0009307,0.0009307,0.0009307
9,91.845,1.17762,1.16922,1.2155,0.58917,0.62681,0.60275,0.36336,1.47296,1.40148,1.50879,0.0009208,0.0009208,0.0009208
10,101.199,1.14224,1.10222,1.20688,0.60769,0.60815,0.6011,0.35866,1.53936,1.48052,1.6109,0.0009109,0.0009109,0.0009109
11,110.417,1.12131,1.06467,1.18111,0.59774,0.59654,0.60801,0.36607,1.49896,1.37818,1.61746,0.000901,0.000901,0.000901
12,119.85,1.08885,1.01962,1.17719,0.64916,0.59457,0.6153,0.37459,1.53205,1.37328,1.59088,0.0008911,0.0008911,0.0008911
13,129.258,1.09426,1.02523,1.17945,0.68835,0.59762,0.62734,0.36551,1.53064,1.26822,1.63393,0.0008812,0.0008812,0.0008812
14,138.797,1.08789,0.96064,1.15578,0.62173,0.63627,0.62559,0.36972,1.52791,1.28389,1.58875,0.0008713,0.0008713,0.0008713
15,148.374,1.0425,0.92481,1.14518,0.62147,0.59355,0.60394,0.36526,1.5043,1.38611,1.59346,0.0008614,0.0008614,0.0008614
16,158.077,1.06408,0.92994,1.14569,0.60593,0.63428,0.63756,0.37944,1.49225,1.28828,1.60709,0.0008515,0.0008515,0.0008515
17,167.661,1.05035,0.9197,1.14008,0.61091,0.64362,0.62223,0.3709,1.56712,1.20948,1.57642,0.0008416,0.0008416,0.0008416
18,177.198,1.05111,0.88487,1.1354,0.66695,0.57661,0.62954,0.3733,1.55053,1.20497,1.65104,0.0008317,0.0008317,0.0008317
19,186.718,1.03927,0.88329,1.13988,0.65839,0.66548,0.6517,0.37826,1.52409,1.27474,1.5859,0.0008218,0.0008218,0.0008218
20,196.599,1.02032,0.84678,1.1335,0.63348,0.64175,0.63808,0.38549,1.4992,1.23527,1.61254,0.0008119,0.0008119,0.0008119
21,206.242,1.01768,0.85211,1.12908,0.6209,0.65734,0.64463,0.38704,1.54445,1.20341,1.6752,0.000802,0.000802,0.000802
22,215.813,0.99595,0.8134,1.10895,0.66215,0.63069,0.64343,0.38483,1.61091,1.11375,1.68861,0.0007921,0.0007921,0.0007921
23,225.324,1.00908,0.81216,1.11533,0.66438,0.67578,0.66481,0.3887,1.53773,1.17312,1.64942,0.0007822,0.0007822,0.0007822
24,234.877,1.01035,0.80433,1.11336,0.67819,0.65364,0.65631,0.38247,1.51648,1.1928,1.60631,0.0007723,0.0007723,0.0007723
25,244.418,1.00119,0.78365,1.1115,0.641,0.67526,0.65055,0.38482,1.51722,1.14262,1.61146,0.0007624,0.0007624,0.0007624
26,253.864,0.96476,0.75818,1.08716,0.65066,0.66711,0.64881,0.38448,1.55923,1.17235,1.6432,0.0007525,0.0007525,0.0007525
27,263.401,0.94951,0.74006,1.07682,0.64452,0.64046,0.62318,0.37479,1.50061,1.24401,1.58636,0.0007426,0.0007426,0.0007426
28,273.825,0.94578,0.72861,1.08506,0.66496,0.65424,0.65545,0.38613,1.57648,1.17379,1.67086,0.0007327,0.0007327,0.0007327
29,284.194,0.94925,0.72674,1.08571,0.67131,0.65492,0.65096,0.37364,1.65881,1.14028,1.64259,0.0007228,0.0007228,0.0007228
30,294.335,0.94575,0.73854,1.09154,0.65179,0.64408,0.64482,0.3777,1.49923,1.1571,1.53496,0.0007129,0.0007129,0.0007129
31,304.154,0.93839,0.71313,1.08238,0.66504,0.68826,0.6556,0.39738,1.52352,1.19496,1.57866,0.000703,0.000703,0.000703
32,313.846,0.9264,0.69563,1.07688,0.65866,0.6472,0.65038,0.37043,1.62199,1.12408,1.68158,0.0006931,0.0006931,0.0006931
33,323.372,0.91262,0.6943,1.06225,0.66782,0.69137,0.67886,0.38922,1.58309,1.10433,1.68025,0.0006832,0.0006832,0.0006832
34,333.405,0.92414,0.68966,1.066,0.68054,0.68683,0.67367,0.38335,1.59669,1.07416,1.69339,0.0006733,0.0006733,0.0006733
35,343.16,0.91872,0.67759,1.06775,0.67184,0.68472,0.67743,0.38458,1.57899,1.06898,1.65422,0.0006634,0.0006634,0.0006634
36,353.385,0.90408,0.66198,1.05759,0.69664,0.66787,0.68184,0.39895,1.55012,1.17155,1.6562,0.0006535,0.0006535,0.0006535
37,362.924,0.91479,0.68203,1.07197,0.68225,0.6563,0.65557,0.37849,1.58813,1.13276,1.70688,0.0006436,0.0006436,0.0006436
38,372.691,0.88881,0.66279,1.05299,0.69047,0.66235,0.66431,0.40012,1.52474,1.24667,1.60147,0.0006337,0.0006337,0.0006337
39,382.95,0.89094,0.66467,1.06079,0.66368,0.66664,0.65387,0.39022,1.53325,1.07864,1.64323,0.0006238,0.0006238,0.0006238
40,393.062,0.89681,0.65152,1.05466,0.67446,0.67504,0.66634,0.37824,1.59863,1.11023,1.67328,0.0006139,0.0006139,0.0006139
41,403.029,0.893,0.6428,1.05579,0.70414,0.68064,0.67733,0.38931,1.56603,1.06537,1.66699,0.000604,0.000604,0.000604
42,413.19,0.87753,0.64116,1.04956,0.70033,0.64278,0.65573,0.38467,1.575,1.08538,1.67629,0.0005941,0.0005941,0.0005941
43,423.076,0.84763,0.61674,1.02908,0.68165,0.69173,0.67067,0.39539,1.61028,1.08313,1.68957,0.0005842,0.0005842,0.0005842
44,433.608,0.87114,0.62742,1.03813,0.68363,0.67343,0.67573,0.38884,1.63828,1.03709,1.74941,0.0005743,0.0005743,0.0005743
45,443.563,0.8538,0.61891,1.04018,0.68095,0.6823,0.67178,0.3889,1.62749,1.06519,1.73085,0.0005644,0.0005644,0.0005644
46,453.472,0.85958,0.60991,1.02888,0.68769,0.67053,0.67633,0.39025,1.59873,1.12164,1.68925,0.0005545,0.0005545,0.0005545
47,463.08,0.85221,0.60278,1.03628,0.72071,0.66411,0.68044,0.3982,1.56363,1.11374,1.62752,0.0005446,0.0005446,0.0005446
48,472.866,0.86011,0.60581,1.02956,0.72314,0.65636,0.68007,0.40201,1.52974,1.13426,1.63081,0.0005347,0.0005347,0.0005347
49,482.786,0.84433,0.6004,1.03433,0.70908,0.66091,0.66728,0.40261,1.53138,1.06625,1.62479,0.0005248,0.0005248,0.0005248
50,492.394,0.83151,0.57942,1.01706,0.72639,0.71044,0.71302,0.41477,1.5499,1.0231,1.6376,0.0005149,0.0005149,0.0005149
51,502.372,0.82964,0.58042,1.01736,0.70061,0.69505,0.68446,0.3988,1.59525,1.08278,1.67495,0.000505,0.000505,0.000505
52,512.208,0.83221,0.57946,1.01488,0.65203,0.66886,0.64602,0.38735,1.60159,1.08298,1.69666,0.0004951,0.0004951,0.0004951
53,522.024,0.82636,0.58142,1.02691,0.66542,0.65458,0.64681,0.37712,1.66965,1.07004,1.84373,0.0004852,0.0004852,0.0004852
54,531.647,0.82332,0.58587,1.01815,0.69783,0.67715,0.67208,0.38564,1.60595,1.10831,1.77415,0.0004753,0.0004753,0.0004753
55,541.966,0.83012,0.5756,1.02884,0.69166,0.68949,0.67216,0.39002,1.56613,1.0607,1.66964,0.0004654,0.0004654,0.0004654
56,551.689,0.81051,0.56176,1.01244,0.72526,0.66673,0.68368,0.39504,1.57724,1.0804,1.69406,0.0004555,0.0004555,0.0004555
57,561.344,0.81378,0.55923,1.02172,0.692,0.67929,0.67902,0.38654,1.59726,1.05172,1.73345,0.0004456,0.0004456,0.0004456
58,571.018,0.79744,0.55271,1.00974,0.67818,0.67339,0.65845,0.38537,1.58829,1.04626,1.70418,0.0004357,0.0004357,0.0004357
