epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,68.2144,1.58687,1.76061,1.49288,0.18651,0.277,0.1748,0.08146,2.1092,3.61118,2.21538,0.0633355,0.00384429,0.00384429
2,136.138,1.50104,1.43956,1.41842,0.49946,0.44254,0.47121,0.29759,1.53573,1.85229,1.63918,0.0261886,0.00740189,0.00740189
3,203.463,1.41617,1.28578,1.35968,0.58702,0.51607,0.56791,0.35825,1.49952,1.51896,1.57559,0.00873828,0.00873828,0.00873828
4,270.784,1.35857,1.20289,1.32922,0.65818,0.58716,0.60607,0.37627,1.31213,1.2803,1.46094,0.00836242,0.00836242,0.00836242
5,337.875,1.31077,1.13451,1.29475,0.72417,0.71161,0.73867,0.50927,1.19369,1.07153,1.34318,0.00798656,0.00798656,0.00798656
6,404.624,1.28396,1.07442,1.27749,0.6864,0.71456,0.71529,0.48884,1.20096,1.09883,1.33082,0.0076107,0.0076107,0.0076107
7,471.454,1.24946,1.03678,1.25095,0.76438,0.70839,0.75496,0.51936,1.13645,1.0022,1.29536,0.00723483,0.00723483,0.00723483
8,538.606,1.20199,0.98845,1.23045,0.7788,0.74768,0.76268,0.541,1.12685,0.90146,1.2848,0.00685897,0.00685897,0.00685897
9,605.073,1.19074,0.96198,1.223,0.80603,0.79836,0.81657,0.56163,1.0973,0.89685,1.26929,0.00648311,0.00648311,0.00648311
10,671.65,1.1717,0.92826,1.20951,0.80748,0.80612,0.82641,0.58088,1.09044,0.84735,1.26174,0.00610725,0.00610725,0.00610725
11,738.332,1.16563,0.92493,1.20429,0.80576,0.74877,0.77176,0.55364,1.05331,0.8697,1.23699,0.00573139,0.00573139,0.00573139
12,805.163,1.12867,0.87461,1.18289,0.83107,0.8031,0.83427,0.58427,1.08374,0.82206,1.26207,0.00535553,0.00535553,0.00535553
13,871.596,1.11322,0.85666,1.17106,0.84186,0.82257,0.84386,0.60064,1.04265,0.78573,1.24119,0.00497967,0.00497967,0.00497967
14,938.125,1.09833,0.83845,1.16774,0.87716,0.81681,0.85962,0.62648,1.01258,0.73555,1.20339,0.00460381,0.00460381,0.00460381
15,1004.65,1.07822,0.80955,1.14938,0.84751,0.82216,0.85213,0.61151,1.0433,0.72775,1.21334,0.00422795,0.00422795,0.00422795
16,1098.91,1.10646,0.82043,1.21616,0.87716,0.82567,0.86779,0.61813,1.04088,0.73676,1.21455,0.00385209,0.00385209,0.00385209
17,1164.16,1.09319,0.78667,1.20403,0.8364,0.85097,0.86963,0.6338,1.00332,0.71138,1.19895,0.00347622,0.00347622,0.00347622
18,1229.89,1.06902,0.76619,1.18562,0.8336,0.86383,0.87396,0.64236,0.98269,0.70053,1.18108,0.00310036,0.00310036,0.00310036
19,1295.49,1.05214,0.74028,1.17332,0.8501,0.82684,0.85948,0.63412,0.96273,0.69259,1.17306,0.0027245,0.0027245,0.0027245
20,1361.28,1.02603,0.71984,1.15628,0.88814,0.85608,0.8914,0.66586,0.97691,0.64063,1.17018,0.00234864,0.00234864,0.00234864
21,1427.25,1.01095,0.6943,1.14679,0.86032,0.87619,0.89499,0.64642,0.98263,0.67268,1.18814,0.00197278,0.00197278,0.00197278
22,1493.06,0.99883,0.68374,1.13958,0.91658,0.8639,0.90888,0.68106,0.94563,0.62879,1.15772,0.00159692,0.00159692,0.00159692
23,1558.97,0.9771,0.66008,1.12613,0.89315,0.85614,0.89802,0.68618,0.92936,0.63042,1.14321,0.00122106,0.00122106,0.00122106
24,1624.94,0.96362,0.63848,1.11552,0.88118,0.8703,0.90258,0.68356,0.93176,0.60747,1.15631,0.000845198,0.000845198,0.000845198
25,1690.7,0.94107,0.61568,1.10689,0.9034,0.86371,0.90404,0.69555,0.91235,0.58907,1.1387,0.000469337,0.000469337,0.000469337
