epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,92.2521,1.74286,1.73554,1.51981,0.56883,0.32511,0.34958,0.16935,2.02902,3.53252,1.93099,0.0689052,0.00334782,0.00334782
2,171.504,1.64755,1.41703,1.44923,0.60072,0.52829,0.60106,0.38983,1.543,1.41842,1.53183,0.0373944,0.00644597,0.00644597
3,248.961,1.5564,1.28369,1.39999,0.56917,0.49857,0.58504,0.38301,1.69014,1.61132,1.56643,0.00895001,0.00895001,0.00895001
4,326.034,1.50024,1.201,1.36409,0.66241,0.69066,0.67885,0.44501,1.32099,1.23376,1.39953,0.00856502,0.00856502,0.00856502
5,402.09,1.43261,1.111,1.3254,0.80831,0.64219,0.71409,0.49816,1.33512,1.05489,1.34989,0.00818003,0.00818003,0.00818003
6,476.367,1.38581,1.05062,1.30192,0.73622,0.70606,0.72914,0.49879,1.34779,1.03196,1.37173,0.00779503,0.00779503,0.00779503
7,553.907,1.35435,1.00231,1.27869,0.74662,0.72704,0.74099,0.49904,1.37048,1.0186,1.36579,0.00741004,0.00741004,0.00741004
8,642.383,1.30277,0.95007,1.25473,0.81485,0.7731,0.80242,0.57118,1.19709,0.84176,1.27837,0.00702504,0.00702504,0.00702504
9,731.716,1.29652,0.93631,1.2505,0.78114,0.7074,0.75344,0.52185,1.20392,0.95154,1.28277,0.00664005,0.00664005,0.00664005
10,815.357,1.26482,0.89854,1.23164,0.76429,0.79682,0.80903,0.57508,1.1737,0.83637,1.27106,0.00625506,0.00625506,0.00625506
11,910.59,1.2548,0.87987,1.22318,0.84369,0.82909,0.85514,0.6016,1.16897,0.78148,1.25689,0.00587006,0.00587006,0.00587006
12,989.354,1.22813,0.85345,1.21293,0.82694,0.82267,0.83407,0.59109,1.16378,0.74225,1.2606,0.00548507,0.00548507,0.00548507
13,1076.88,1.20229,0.82833,1.19836,0.85354,0.80024,0.84499,0.62049,1.10709,0.74063,1.24367,0.00510008,0.00510008,0.00510008
14,1166.39,1.18902,0.81297,1.1931,0.85097,0.84208,0.86208,0.62427,1.13782,0.72782,1.23056,0.00471508,0.00471508,0.00471508
15,1249.61,1.17308,0.79038,1.17864,0.84458,0.83872,0.86681,0.62341,1.13089,0.70197,1.23164,0.00433009,0.00433009,0.00433009
16,1368.83,1.19202,0.78341,1.22553,0.87128,0.8239,0.86279,0.6221,1.10061,0.70496,1.22945,0.0039451,0.0039451,0.0039451
17,1448.59,1.17881,0.75676,1.21,0.80877,0.83332,0.84608,0.59686,1.16276,0.71558,1.23765,0.0035601,0.0035601,0.0035601
18,1527.17,1.15265,0.73544,1.19366,0.87382,0.85346,0.88096,0.65295,1.0532,0.63741,1.19011,0.00317511,0.00317511,0.00317511
19,1604.08,1.12242,0.70023,1.17497,0.86406,0.8565,0.87856,0.6532,1.07789,0.6433,1.2006,0.00279011,0.00279011,0.00279011
20,1687.14,1.10669,0.68573,1.16514,0.9062,0.85183,0.89186,0.67079,1.0511,0.61665,1.18807,0.00240512,0.00240512,0.00240512
21,1769.08,1.09317,0.66384,1.15453,0.88033,0.86348,0.89452,0.68019,1.02032,0.60851,1.16535,0.00202013,0.00202013,0.00202013
22,1854.96,1.0669,0.64329,1.14584,0.90102,0.85448,0.90453,0.70204,0.99145,0.58124,1.14594,0.00163513,0.00163513,0.00163513
23,1940.26,1.03681,0.62075,1.12919,0.86297,0.88268,0.8983,0.69006,0.99964,0.58064,1.14878,0.00125014,0.00125014,0.00125014
24,2025.07,1.02302,0.60096,1.11428,0.86111,0.89828,0.90671,0.69653,1.00623,0.57922,1.15841,0.000865146,0.000865146,0.000865146
25,2109.96,0.99933,0.58297,1.10467,0.87234,0.90131,0.91442,0.71064,0.97716,0.55457,1.14012,0.000480152,0.000480152,0.000480152
