epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,65.5741,1.52308,2.72369,1.45413,0.49195,0.60051,0.53096,0.34528,1.20567,1.7844,1.32484,0.00331731,0.00331731,0.00331731
2,125.641,1.35375,1.55516,1.2965,0.51944,0.66298,0.55268,0.33047,1.33789,1.58519,1.37165,0.0066243,0.0066243,0.0066243
3,185.585,1.33576,1.39996,1.26888,0.70275,0.74896,0.74922,0.49116,1.17077,1.25373,1.24715,0.0099049,0.0099049,0.0099049
4,243.31,1.31581,1.29576,1.25307,0.77161,0.73501,0.7787,0.50829,1.14431,1.09017,1.2298,0.0098812,0.0098812,0.0098812
5,303.382,1.2757,1.18446,1.22236,0.73811,0.70933,0.73901,0.48205,1.14986,1.08928,1.24506,0.0098416,0.0098416,0.0098416
6,368.057,1.24673,1.11516,1.20659,0.74228,0.82306,0.81827,0.5361,1.13421,0.97043,1.2218,0.009802,0.009802,0.009802
7,425.593,1.21772,1.05923,1.19425,0.82561,0.83024,0.85411,0.58609,1.06882,0.85089,1.17806,0.0097624,0.0097624,0.0097624
8,482.308,1.20346,1.01396,1.18995,0.85548,0.74522,0.82832,0.56205,1.08604,0.85494,1.18918,0.0097228,0.0097228,0.0097228
9,564.142,1.19635,0.99808,1.18179,0.82948,0.83046,0.85624,0.57189,1.10644,0.85366,1.19563,0.0096832,0.0096832,0.0096832
10,626.35,1.16236,0.94451,1.15915,0.8581,0.82944,0.87382,0.59626,1.06188,0.80301,1.19564,0.0096436,0.0096436,0.0096436
11,680.488,1.15014,0.92184,1.15476,0.82245,0.81372,0.85501,0.58424,1.0355,0.80135,1.17465,0.009604,0.009604,0.009604
12,732.152,1.14134,0.89365,1.14871,0.83505,0.82423,0.85158,0.58612,1.02617,0.78398,1.16811,0.0095644,0.0095644,0.0095644
