epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,83.8481,1.6986,1.75622,1.94909,0.61696,0.32136,0.35865,0.17344,2.04154,3.26822,2.56215,0.0733484,0.00271009,0.00271009
2,165.541,1.63144,1.44714,1.87991,0.55984,0.45874,0.54574,0.34803,1.57308,1.71363,2.07558,0.0463522,0.00521749,0.00521749
3,256.537,1.56364,1.32074,1.82934,0.60591,0.62808,0.63779,0.40935,1.47414,1.64862,2.01552,0.0191398,0.00750859,0.00750859
4,333.57,1.49518,1.23839,1.77828,0.749,0.62626,0.69862,0.472,1.38302,1.11777,1.8908,0.00813032,0.00813032,0.00813032
5,422.288,1.45428,1.16326,1.74127,0.79412,0.5633,0.69601,0.48086,1.35193,1.18296,1.84963,0.00776376,0.00776376,0.00776376
6,522.102,1.39746,1.0966,1.69868,0.68748,0.76256,0.75209,0.50817,1.34311,1.03104,1.81595,0.0073972,0.0073972,0.0073972
7,615.556,1.35865,1.03804,1.6629,0.76805,0.71507,0.75305,0.53157,1.27767,1.03519,1.75792,0.00703064,0.00703064,0.00703064
8,721.179,1.31392,0.99641,1.64082,0.80999,0.7066,0.76077,0.54292,1.25373,0.93562,1.73041,0.00666408,0.00666408,0.00666408
9,809.696,1.29076,0.96075,1.61874,0.79523,0.81751,0.81981,0.57607,1.2049,0.91671,1.69252,0.00629752,0.00629752,0.00629752
10,894.861,1.26501,0.9375,1.60087,0.80102,0.80213,0.81507,0.56891,1.19409,0.8538,1.70937,0.00593096,0.00593096,0.00593096
11,982.553,1.27892,0.93294,1.6063,0.79106,0.80299,0.80607,0.57161,1.1991,0.86238,1.69463,0.0055644,0.0055644,0.0055644
12,1068.7,1.23312,0.89115,1.57809,0.8377,0.81327,0.83503,0.582,1.1545,0.78738,1.65295,0.00519784,0.00519784,0.00519784
13,1152.49,1.21586,0.86899,1.55987,0.82909,0.82683,0.84923,0.60499,1.12986,0.77888,1.65356,0.00483128,0.00483128,0.00483128
14,1234.09,1.19692,0.8496,1.55209,0.86299,0.81454,0.85796,0.62917,1.11093,0.73511,1.61057,0.00446472,0.00446472,0.00446472
15,1315.73,1.17101,0.81493,1.52898,0.81502,0.86198,0.8491,0.61678,1.11644,0.74384,1.60502,0.00409816,0.00409816,0.00409816
16,1430.03,1.2002,0.83084,1.62126,0.87287,0.83432,0.87316,0.64265,1.09171,0.72891,1.62427,0.0037316,0.0037316,0.0037316
17,1508.17,1.18092,0.79861,1.6001,0.8732,0.8277,0.8716,0.64281,1.08335,0.69906,1.59138,0.00336504,0.00336504,0.00336504
18,1586.45,1.15922,0.78473,1.5827,0.83372,0.85657,0.86216,0.64631,1.05956,0.68675,1.59098,0.00299848,0.00299848,0.00299848
19,1664.17,1.14874,0.75555,1.56948,0.86681,0.8558,0.87236,0.65762,1.05731,0.66522,1.57349,0.00263192,0.00263192,0.00263192
20,1741.5,1.11688,0.72925,1.54402,0.88914,0.83819,0.88574,0.66258,1.01849,0.6523,1.52586,0.00226536,0.00226536,0.00226536
21,1818.5,1.09499,0.70582,1.52705,0.90646,0.86361,0.90195,0.67791,1.01571,0.6208,1.53903,0.0018988,0.0018988,0.0018988
22,1902.45,1.072,0.68362,1.51408,0.89254,0.84892,0.89843,0.68615,1.00202,0.6218,1.53175,0.00153224,0.00153224,0.00153224
23,1984.06,1.04782,0.66101,1.49492,0.86154,0.88924,0.90012,0.69343,1.00986,0.61042,1.52798,0.00116568,0.00116568,0.00116568
24,2065.35,1.03322,0.63833,1.47689,0.89987,0.85484,0.90455,0.70026,0.99975,0.61515,1.52316,0.000799115,0.000799115,0.000799115
25,2151.03,1.01185,0.62686,1.46714,0.87518,0.88723,0.91178,0.70487,0.98532,0.58528,1.51555,0.000432555,0.000432555,0.000432555
