epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,86.8824,1.38045,1.47177,1.35241,0.72573,0.66002,0.72348,0.48703,1.13687,0.99653,1.21276,0.0668601,3.31731e-05,3.31731e-05
2,174.05,1.19609,1.00279,1.22156,0.81215,0.76563,0.81969,0.56427,1.07909,0.79968,1.15597,0.0335598,6.6243e-05,6.6243e-05
3,258.897,1.13252,0.9055,1.17733,0.84305,0.80558,0.85518,0.59829,1.03615,0.73012,1.12337,0.000259305,9.9049e-05,9.9049e-05
4,339.551,1.08907,0.84758,1.14894,0.86847,0.81903,0.87986,0.63016,0.99488,0.67522,1.10002,9.8812e-05,9.8812e-05,9.8812e-05
5,426.959,1.05367,0.79695,1.1266,0.86525,0.82323,0.87842,0.63154,0.98209,0.65049,1.09319,9.8416e-05,9.8416e-05,9.8416e-05
6,514.473,1.03831,0.76667,1.11774,0.85076,0.82823,0.87743,0.63686,0.97879,0.64765,1.07696,9.802e-05,9.802e-05,9.802e-05
7,594.318,1.00909,0.72576,1.09844,0.88572,0.84445,0.89304,0.65245,0.95156,0.60033,1.07809,9.7624e-05,9.7624e-05,9.7624e-05
8,685.32,0.99785,0.71093,1.09787,0.89104,0.84495,0.89961,0.65633,0.93963,0.6029,1.05935,9.7228e-05,9.7228e-05,9.7228e-05
9,781.948,0.98838,0.7045,1.08773,0.87457,0.84559,0.8987,0.66792,0.92398,0.61381,1.06074,9.6832e-05,9.6832e-05,9.6832e-05
10,871.597,0.96667,0.66968,1.07233,0.90138,0.85167,0.90935,0.67076,0.91066,0.58101,1.04242,9.6436e-05,9.6436e-05,9.6436e-05
11,958.297,0.94608,0.66036,1.06397,0.88737,0.86065,0.91437,0.67574,0.89592,0.55274,1.04194,9.604e-05,9.604e-05,9.604e-05
12,1040.37,0.93149,0.64216,1.05594,0.89937,0.85968,0.9094,0.66273,0.9202,0.56924,1.07134,9.5644e-05,9.5644e-05,9.5644e-05
13,1125.97,0.92083,0.63421,1.05086,0.90483,0.87961,0.91925,0.67968,0.91698,0.54529,1.06866,9.5248e-05,9.5248e-05,9.5248e-05
14,1212.03,0.91685,0.61989,1.04728,0.91344,0.865,0.92376,0.68927,0.8968,0.55797,1.04041,9.4852e-05,9.4852e-05,9.4852e-05
15,1293.25,0.90669,0.61215,1.04009,0.91135,0.86725,0.91674,0.68621,0.87603,0.52515,1.04608,9.4456e-05,9.4456e-05,9.4456e-05
16,1389.62,0.89571,0.60066,1.0385,0.91135,0.86908,0.92566,0.69037,0.88286,0.52066,1.04344,9.406e-05,9.406e-05,9.406e-05
17,1491.93,0.89191,0.59276,1.03314,0.88293,0.89696,0.93219,0.70549,0.84857,0.51164,1.0235,9.3664e-05,9.3664e-05,9.3664e-05
18,1575.21,0.88269,0.58845,1.03192,0.91613,0.86559,0.92851,0.70898,0.87015,0.50885,1.02597,9.3268e-05,9.3268e-05,9.3268e-05
19,1662.02,0.86891,0.57951,1.02447,0.89482,0.88727,0.92992,0.70611,0.87381,0.5038,1.04009,9.2872e-05,9.2872e-05,9.2872e-05
20,1747.58,0.86443,0.56619,1.01643,0.92819,0.88267,0.94176,0.72521,0.82675,0.47731,1.00652,9.2476e-05,9.2476e-05,9.2476e-05
21,1834.68,0.86757,0.56718,1.01805,0.93984,0.88049,0.94082,0.71125,0.83758,0.47663,1.01977,9.208e-05,9.208e-05,9.208e-05
22,1918.89,0.85069,0.55597,1.01416,0.92994,0.89124,0.94495,0.7179,0.83381,0.4746,1.0134,9.1684e-05,9.1684e-05,9.1684e-05
23,1998.5,0.84391,0.54394,1.00923,0.92022,0.90251,0.93488,0.70928,0.85696,0.47454,1.02343,9.1288e-05,9.1288e-05,9.1288e-05
24,2080.32,0.83509,0.53962,1.0053,0.89933,0.91672,0.93738,0.72272,0.81674,0.47802,1.0058,9.0892e-05,9.0892e-05,9.0892e-05
25,2161.88,0.82538,0.53116,1.00226,0.90261,0.91234,0.93846,0.72206,0.81874,0.47577,1.00738,9.0496e-05,9.0496e-05,9.0496e-05
26,2249.6,0.81858,0.52683,0.99882,0.93491,0.91615,0.94873,0.7275,0.84398,0.45065,1.02487,9.01e-05,9.01e-05,9.01e-05
27,2335.15,0.81347,0.52117,0.99478,0.93071,0.88255,0.94868,0.72722,0.82782,0.46581,1.01469,8.9704e-05,8.9704e-05,8.9704e-05
28,2420.57,0.81255,0.51569,0.99456,0.92185,0.90469,0.92666,0.71485,0.83991,0.45937,1.03219,8.9308e-05,8.9308e-05,8.9308e-05
29,2505.58,0.80645,0.51639,0.99144,0.92008,0.90703,0.93912,0.72011,0.82585,0.45101,1.01283,8.8912e-05,8.8912e-05,8.8912e-05
30,2589.75,0.79988,0.51299,0.98862,0.94151,0.90373,0.95143,0.73046,0.82379,0.43684,1.01243,8.8516e-05,8.8516e-05,8.8516e-05
31,2678.93,0.78867,0.50465,0.98533,0.91371,0.93604,0.95411,0.73313,0.83798,0.4451,1.00658,8.812e-05,8.812e-05,8.812e-05
32,2766.22,0.79832,0.50624,0.98665,0.92938,0.92343,0.94931,0.73204,0.817,0.43882,1.00886,8.7724e-05,8.7724e-05,8.7724e-05
33,2850.12,0.78228,0.4909,0.97979,0.94347,0.9058,0.95625,0.73096,0.82967,0.43682,1.00965,8.7328e-05,8.7328e-05,8.7328e-05
