epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,97.1102,1.75463,1.83355,1.62469,0.04228,0.02371,0.01985,0.01013,2.93911,5.86455,2.87759,0.0689052,0.00334782,0.00334782
2,196.494,1.66495,1.5072,1.54972,0.48816,0.48797,0.53803,0.34361,1.64188,1.70952,1.72305,0.037627,0.00667858,0.00667858
3,299.342,1.6009,1.3655,1.51361,0.50949,0.67286,0.64007,0.40116,1.49528,1.37415,1.56601,0.00962375,0.00962375,0.00962375
4,402.024,1.50089,1.25491,1.44798,0.60091,0.70442,0.67907,0.4357,1.3948,1.2751,1.51343,0.00957563,0.00957563,0.00957563
5,502.997,1.46459,1.17995,1.41911,0.7099,0.68543,0.71051,0.49192,1.33496,1.11116,1.45585,0.0095275,0.0095275,0.0095275
6,611.985,1.42094,1.12263,1.39445,0.77398,0.74812,0.79562,0.51521,1.35488,1.04246,1.44861,0.00947938,0.00947938,0.00947938
7,715.717,1.38474,1.06125,1.36114,0.7789,0.76883,0.80288,0.53824,1.29054,0.96121,1.40167,0.00943125,0.00943125,0.00943125
8,816.157,1.34615,1.02619,1.34778,0.74572,0.66483,0.71784,0.48712,1.34752,1.04288,1.44353,0.00938313,0.00938313,0.00938313
9,926.433,1.34019,1.00999,1.3389,0.78344,0.75895,0.77769,0.54508,1.22841,0.94601,1.37354,0.00933501,0.00933501,0.00933501
10,1027.75,1.31136,0.97625,1.31949,0.7945,0.80133,0.82407,0.58615,1.19189,0.85576,1.33701,0.00928688,0.00928688,0.00928688
11,1129.88,1.31069,0.96617,1.31773,0.77345,0.76318,0.78626,0.5593,1.20031,0.89768,1.34642,0.00923876,0.00923876,0.00923876
12,1241.74,1.27244,0.92923,1.29933,0.80234,0.80615,0.82541,0.57795,1.18466,0.82871,1.34308,0.00919063,0.00919063,0.00919063
13,1349.7,1.26505,0.92268,1.28965,0.81881,0.78743,0.81072,0.58361,1.17837,0.86246,1.34258,0.00914251,0.00914251,0.00914251
14,1454.76,1.25868,0.90909,1.28894,0.88176,0.79155,0.85201,0.60191,1.15264,0.78311,1.31293,0.00909439,0.00909439,0.00909439
15,1569.44,1.23565,0.88004,1.26689,0.81148,0.82439,0.83251,0.58696,1.12642,0.79641,1.28466,0.00904626,0.00904626,0.00904626
16,1684.87,1.22135,0.86903,1.26787,0.85912,0.83279,0.85927,0.60972,1.16242,0.75026,1.30436,0.00899814,0.00899814,0.00899814
17,1791.67,1.21042,0.85291,1.25924,0.85327,0.84489,0.85931,0.6297,1.12465,0.72837,1.28806,0.00895001,0.00895001,0.00895001
18,1896.43,1.18626,0.83279,1.2495,0.82138,0.83198,0.83948,0.58837,1.16099,0.79078,1.31215,0.00890189,0.00890189,0.00890189
19,1993.86,1.20589,0.84254,1.26061,0.85102,0.81406,0.8532,0.61547,1.11799,0.74292,1.29751,0.00885376,0.00885376,0.00885376
20,2095.16,1.19499,0.82752,1.24785,0.84731,0.82909,0.86173,0.6221,1.14112,0.7344,1.29721,0.00880564,0.00880564,0.00880564
21,2198.81,1.14905,0.7966,1.22618,0.84237,0.83897,0.85182,0.62333,1.10299,0.70253,1.28291,0.00875752,0.00875752,0.00875752
22,2300.03,1.15795,0.79841,1.22586,0.86263,0.84385,0.85665,0.62837,1.07448,0.69989,1.25434,0.00870939,0.00870939,0.00870939
23,2402.91,1.14419,0.78053,1.21202,0.84622,0.86507,0.85906,0.635,1.07914,0.67434,1.25764,0.00866127,0.00866127,0.00866127
24,2510.62,1.14171,0.77787,1.21931,0.87445,0.85398,0.87787,0.65464,1.07912,0.67613,1.25304,0.00861314,0.00861314,0.00861314
25,2610.3,1.13374,0.77184,1.20943,0.83034,0.83241,0.85,0.63722,1.0893,0.6911,1.25573,0.00856502,0.00856502,0.00856502
26,2707.88,1.12878,0.75862,1.20658,0.88272,0.87327,0.89232,0.65552,1.08108,0.66652,1.26837,0.00851689,0.00851689,0.00851689
27,2817.31,1.11436,0.75632,1.19948,0.86283,0.86034,0.8766,0.65993,1.03311,0.67285,1.22226,0.00846877,0.00846877,0.00846877
28,2922.5,1.12203,0.748,1.20785,0.86718,0.86777,0.88921,0.66338,1.04574,0.66679,1.24494,0.00842065,0.00842065,0.00842065
29,3020.14,1.1128,0.74044,1.19651,0.87616,0.85479,0.88064,0.64889,1.05571,0.68046,1.23007,0.00837252,0.00837252,0.00837252
30,3125.02,1.10083,0.73142,1.19162,0.87175,0.85431,0.8752,0.64648,1.07783,0.64906,1.25336,0.0083244,0.0083244,0.0083244
31,3228.58,1.09424,0.72879,1.1926,0.86975,0.862,0.87748,0.64764,1.07663,0.65735,1.25611,0.00827627,0.00827627,0.00827627
32,3338.49,1.08694,0.72215,1.18981,0.8715,0.84177,0.88485,0.66115,1.07393,0.66205,1.2382,0.00822815,0.00822815,0.00822815
33,3459.2,1.07796,0.70892,1.17494,0.87147,0.88856,0.89647,0.67474,1.01402,0.60556,1.21905,0.00818003,0.00818003,0.00818003
34,3585.08,1.06747,0.69361,1.16934,0.85815,0.86965,0.87511,0.65846,1.05502,0.64076,1.24213,0.0081319,0.0081319,0.0081319
35,3715.93,1.05563,0.69406,1.16381,0.89067,0.84829,0.88948,0.66992,1.05313,0.6225,1.23299,0.00808378,0.00808378,0.00808378
36,3835.94,1.05592,0.68518,1.16403,0.85611,0.86568,0.87952,0.65892,1.06338,0.63333,1.25516,0.00803565,0.00803565,0.00803565
37,3959.73,1.05428,0.68545,1.16416,0.8573,0.85694,0.8775,0.66214,1.06957,0.62413,1.25552,0.00798753,0.00798753,0.00798753
38,4061.81,1.05786,0.68889,1.16749,0.87127,0.89728,0.90798,0.68151,1.03796,0.59127,1.22102,0.0079394,0.0079394,0.0079394
39,4169.32,1.05053,0.67589,1.16437,0.88748,0.88187,0.91074,0.67953,1.03914,0.61059,1.22736,0.00789128,0.00789128,0.00789128
40,4281.12,1.02659,0.66342,1.14389,0.89022,0.88632,0.9116,0.70016,0.98704,0.5723,1.19465,0.00784316,0.00784316,0.00784316
41,4389.92,1.04209,0.66605,1.15056,0.88769,0.87342,0.89625,0.68346,1.02842,0.60158,1.21151,0.00779503,0.00779503,0.00779503
42,4502.82,1.02555,0.65516,1.14724,0.87749,0.88908,0.90215,0.67835,1.03456,0.60752,1.23243,0.00774691,0.00774691,0.00774691
43,4609.98,1.00586,0.64447,1.13984,0.86728,0.891,0.89679,0.68068,1.01787,0.58715,1.20741,0.00769878,0.00769878,0.00769878
