epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.88928,1.6956,3.69942,1.66104,0,0,0,0,0,24.9028,0,0,0,0
2,7.56243,1.5667,3.6933,1.52114,0,0,0,0,0,24.9029,0,1.1e-05,1.1e-05,1.1e-05
3,11.2013,1.50925,3.76486,1.59727,0,0,0,0,0,24.9024,0,2.178e-05,2.178e-05,2.178e-05
4,14.6643,1.5572,3.58122,1.67719,0,0,0,0,0,24.8985,0,3.23401e-05,3.23401e-05,3.23401e-05
5,17.9971,1.6861,3.75196,1.62178,0,0,0,0,0,24.8916,0,4.26802e-05,4.26802e-05,4.26802e-05
6,21.4866,1.43822,3.73598,1.51649,0,0,0,0,0,24.8822,0,5.28003e-05,5.28003e-05,5.28003e-05
7,24.7896,1.31481,3.59202,1.61721,0,0,0,0,0,24.8713,0,6.27004e-05,6.27004e-05,6.27004e-05
8,28.6662,1.45264,3.67381,1.52372,0,0,0,0,0,24.8577,0,7.23805e-05,7.23805e-05,7.23805e-05
9,32.7858,1.36577,3.53265,1.46534,0,0,0,0,0,24.8417,0,8.18407e-05,8.18407e-05,8.18407e-05
10,37.1166,1.26025,3.39287,1.35985,0,0,0,0,0,24.8208,0,9.10809e-05,9.10809e-05,9.10809e-05
11,40.8634,1.39424,3.38672,1.52448,0,0,0,0,0,24.7962,0,0.000100101,0.000100101,0.000100101
12,44.81,1.41996,3.38587,1.37688,0,0,0,0,0,24.7684,0,0.000108901,0.000108901,0.000108901
13,48.8135,1.23225,3.13211,1.26939,0,0,0,0,0,24.737,0,0.000117482,0.000117482,0.000117482
14,52.6706,1.08008,2.94828,1.26385,0,0,0,0,0,24.7033,0,0.000125842,0.000125842,0.000125842
15,56.3629,1.23009,2.88454,1.29076,0,0,0,0,0,24.6714,0,0.000133982,0.000133982,0.000133982
16,60.2327,1.36259,2.73448,1.29558,0,0,0,0,0,24.6462,0,0.000141902,0.000141902,0.000141902
17,63.973,1.27094,2.47635,1.17445,0,0,0,0,0,24.6314,0,0.000149603,0.000149603,0.000149603
18,67.8295,1.15418,2.40638,1.18911,0,0,0,0,0,24.6314,0,0.000157083,0.000157083,0.000157083
19,71.5102,1.10534,2.24834,1.18342,0,0,0,0,0,24.6214,0,0.000164344,0.000164344,0.000164344
20,75.2972,1.05501,2.07837,1.16661,0,0,0,0,0,24.6214,0,0.000171384,0.000171384,0.000171384
21,79.1039,1.24817,2.1233,1.23983,0,0,0,0,0,24.6523,0,0.000178204,0.000178204,0.000178204
22,82.8241,1.1953,1.9858,1.24216,0,0,0,0,0,24.6523,0,0.000184805,0.000184805,0.000184805
23,86.5957,1.30492,2.13187,1.43147,0,0,0,0,0,24.6863,0,0.000191185,0.000191185,0.000191185
24,90.1514,1.01928,1.70741,1.05753,0,0,0,0,0,24.6863,0,0.000197346,0.000197346,0.000197346
25,93.7752,1.22224,2.05015,1.21657,0,0,0,0,0,24.5903,0,0.000203286,0.000203286,0.000203286
26,97.5516,1.09334,1.83119,1.1262,0,0,0,0,0,24.5903,0,0.000209007,0.000209007,0.000209007
27,101.949,1.11678,1.87881,1.09957,0,0,0,0,0,24.4381,0,0.000214507,0.000214507,0.000214507
