epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,84.1687,1.6588,1.73782,1.51932,0.16778,0.23189,0.20208,0.10554,2.07452,3.15248,2.1223,0.0701442,0.00331731,0.00331731
2,184.498,1.56688,1.40447,1.43482,0.56017,0.56625,0.54397,0.34698,1.53964,1.51902,1.59066,0.0398809,0.00638728,0.00638728
3,282.769,1.49309,1.28092,1.39377,0.58109,0.52031,0.56583,0.35404,1.51609,1.60482,1.49556,0.0093535,0.00919324,0.00919324
4,383.173,1.41918,1.18207,1.35158,0.68252,0.70347,0.72208,0.46564,1.30312,1.10494,1.4061,0.008812,0.008812,0.008812
5,481.127,1.37937,1.10196,1.32289,0.76705,0.69611,0.74654,0.50254,1.29581,0.97433,1.38486,0.008416,0.008416,0.008416
6,558.178,1.33529,1.05026,1.30003,0.74071,0.7418,0.75545,0.51677,1.26873,0.94019,1.35072,0.00802,0.00802,0.00802
7,634.254,1.28853,0.99042,1.26695,0.79269,0.75787,0.78756,0.54446,1.25023,0.91905,1.33652,0.007624,0.007624,0.007624
8,710.069,1.24854,0.94891,1.24672,0.76502,0.72593,0.7809,0.56197,1.14834,0.87434,1.27096,0.007228,0.007228,0.007228
9,788.988,1.25049,0.93644,1.24723,0.79626,0.81644,0.8252,0.57667,1.15087,0.8432,1.28312,0.006832,0.006832,0.006832
10,867.583,1.20317,0.88925,1.21776,0.80995,0.77698,0.80399,0.56168,1.16348,0.83702,1.29401,0.006436,0.006436,0.006436
11,945.466,1.20523,0.88734,1.21805,0.82973,0.78143,0.82475,0.5949,1.13313,0.81495,1.26318,0.00604,0.00604,0.00604
12,1022.64,1.15953,0.84328,1.19555,0.83077,0.82012,0.84272,0.60912,1.09493,0.73577,1.23386,0.005644,0.005644,0.005644
13,1098.1,1.14947,0.83277,1.18598,0.82969,0.84927,0.8626,0.61873,1.06115,0.72479,1.22718,0.005248,0.005248,0.005248
14,1185.13,1.13508,0.81177,1.18136,0.85514,0.84071,0.87523,0.64253,1.06015,0.71783,1.20767,0.004852,0.004852,0.004852
15,1272.16,1.1217,0.79024,1.16762,0.85501,0.84997,0.87679,0.64984,1.03283,0.6884,1.19255,0.004456,0.004456,0.004456
16,1399.68,1.14795,0.78048,1.2209,0.85132,0.84367,0.8658,0.62255,1.03794,0.71332,1.22715,0.00406,0.00406,0.00406
17,1475.52,1.13007,0.7634,1.20792,0.87909,0.82748,0.87326,0.63986,1.0661,0.67382,1.2119,0.003664,0.003664,0.003664
18,1550.39,1.10808,0.7336,1.19012,0.84372,0.85496,0.87714,0.64579,1.00475,0.66178,1.17424,0.003268,0.003268,0.003268
19,1628.23,1.09131,0.71704,1.17267,0.86803,0.84086,0.87076,0.6554,1.00712,0.6467,1.17985,0.002872,0.002872,0.002872
20,1701.48,1.06629,0.68874,1.158,0.89277,0.86186,0.89511,0.67594,0.99321,0.62091,1.16257,0.002476,0.002476,0.002476
21,1777.04,1.04531,0.66669,1.14668,0.89714,0.85248,0.89085,0.68621,0.9561,0.6062,1.15221,0.00208,0.00208,0.00208
22,1855.66,1.02042,0.64008,1.13678,0.90683,0.85246,0.90086,0.68292,0.96858,0.59015,1.15767,0.001684,0.001684,0.001684
23,1934.88,1.00024,0.62752,1.12281,0.86658,0.89096,0.90813,0.69103,0.95203,0.57957,1.14073,0.001288,0.001288,0.001288
24,2009.25,0.98292,0.60416,1.10987,0.859,0.88773,0.90036,0.6927,0.93619,0.57568,1.14268,0.000892,0.000892,0.000892
25,2085.25,0.95834,0.58472,1.0984,0.89408,0.88903,0.90887,0.703,0.92836,0.55452,1.13543,0.000496,0.000496,0.000496
