epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.2344,1.40694,2.39148,1.35481,0.64183,0.63616,0.62901,0.39644,1.25888,1.61721,1.32754,0.00036765,0.00036765,0.00036765
2,67.5107,1.28705,1.36764,1.25937,0.67444,0.65567,0.70297,0.44926,1.21959,1.30181,1.31721,0.000730677,0.000730677,0.000730677
3,100.682,1.23326,1.19188,1.22463,0.7778,0.60859,0.70436,0.45272,1.27062,1.26083,1.3457,0.00108637,0.00108637,0.00108637
4,133.269,1.20629,1.07627,1.201,0.76162,0.73633,0.78593,0.50305,1.18073,0.97775,1.25044,0.001078,0.001078,0.001078
5,166.02,1.1821,0.98914,1.19691,0.79214,0.77286,0.80339,0.50742,1.17027,0.92866,1.2515,0.001067,0.001067,0.001067
6,198.588,1.16024,0.93766,1.1771,0.79448,0.72591,0.81444,0.53481,1.15185,0.90082,1.2381,0.00105601,0.00105601,0.00105601
7,231.439,1.11499,0.88588,1.15955,0.81982,0.797,0.83645,0.56883,1.10805,0.83966,1.20767,0.00104501,0.00104501,0.00104501
8,265.053,1.1128,0.85427,1.15011,0.77857,0.80917,0.83916,0.55191,1.12465,0.79081,1.20923,0.00103401,0.00103401,0.00103401
9,298.434,1.10299,0.83943,1.14407,0.85698,0.7971,0.86326,0.57804,1.07925,0.76152,1.18825,0.00102301,0.00102301,0.00102301
10,331.282,1.08675,0.80773,1.13357,0.89042,0.76962,0.8529,0.58806,1.05236,0.78008,1.17933,0.00101201,0.00101201,0.00101201
11,364.455,1.07089,0.78553,1.12892,0.82962,0.81188,0.85346,0.58553,1.04754,0.74008,1.15477,0.00100101,0.00100101,0.00100101
12,397.352,1.05556,0.77125,1.12083,0.84046,0.8056,0.86063,0.59078,1.08969,0.7555,1.18233,0.000990012,0.000990012,0.000990012
13,429.85,1.04352,0.751,1.11342,0.85271,0.83839,0.88405,0.60898,1.04197,0.69991,1.16738,0.000979013,0.000979013,0.000979013
14,462.892,1.03469,0.73437,1.10887,0.84032,0.84801,0.87767,0.61387,1.03135,0.68497,1.1386,0.000968014,0.000968014,0.000968014
15,496.308,1.01539,0.70905,1.10208,0.85485,0.85509,0.87912,0.60736,1.08732,0.68128,1.19004,0.000957015,0.000957015,0.000957015
16,529.919,1.01407,0.70784,1.09567,0.8453,0.86437,0.88285,0.62157,1.05102,0.70467,1.15108,0.000946016,0.000946016,0.000946016
17,563.359,0.99623,0.68348,1.08909,0.88062,0.84817,0.89789,0.64163,0.98744,0.6351,1.12627,0.000935018,0.000935018,0.000935018
